"","row_id","SITE","REGION","REGION_SUB","YEAR","DATE","SI_LATI","SI_LONG","DEPTH","HABITAT","REEF_ZONE","OCEAN","coral_cover","SI_LONG_360","JURISDICTION","c_sst_mean","c_sst_sd","human_pop50_log","kd490_cv","kd490_mean","kd490_sd","land_area50_log","nAll_30yr","npp_cv","npp_mean","npp_sd","sst_cv","sst_mean","sst_sd","wave_cv","wave_mean","wave_sd","long_bin_0.5","lat_bin_0.5","long_bin_2.5","lat_bin_2.5","admin","my_cell","cell_0.5","cell_2.5","n"
"1",394,"USVI-10","STT","STT",2013,2013-07-11,18.30795,-64.82772,4.572,"BDRK","Not available","CARIB",1,295.17228,"USVI",27.18,1.22,11.3627767665223,0.17974094691711,0.04237083,0.00761577310586391,5.69472834447152,2,0.12420947474693,697.927873378443,86.6892545635785,0.0418196877920392,27.56386,1.15271201954348,1.31260096774614,0.0139348376522358,0.0182908813877101,-64.8291666666667,18.3041666666667,-64.8125,18.3125,"STEER","-64.8125_18.3125","-64.829_18.304","-64.812_18.312",3
"2",410,"USVI-114","STJ","STJ",2013,2013-07-15,18.33216,-64.80054,7.3152,"PVMT","Not available","CARIB",2.02020202020202,295.19946,"USVI",27.15,1.18,11.3584097185143,0.17974094691711,0.04237083,0.00761577310586391,5.66769959052569,3,0.124757907398857,688.728570719508,85.9243352487718,0.0418196877920392,27.56386,1.15271201954348,0.382661286779574,1.03965401956847,0.397835344933627,-64.8041666666667,18.3291666666667,-64.8125,18.3125,"OPEN","-64.8125_18.3125","-64.804_18.329","-64.812_18.312",3
"3",416,"USVI-12","STT","STT",2013,2013-07-09,18.3143,-64.82495,3.9624,"BDRK","Not available","CARIB",5,295.17505,"USVI",27.16,1.21,11.3627767665223,0.17974094691711,0.04237083,0.00761577310586391,5.69472834447152,2,0.12420947474693,697.927873378443,86.6892545635785,0.0418196877920392,27.56386,1.15271201954348,1.31260096774614,0.0139348376522358,0.0182908813877101,-64.8208333333333,18.3125,-64.8125,18.3125,"STEER","-64.8125_18.3125","-64.821_18.312","-64.812_18.312",3
"4",503,"USVI-199","STT_STJ_offshore","MSR",2013,2013-07-16,18.29788,-64.79451,25.4508,"HARD","Not available","CARIB",2,295.20549,"USVI",27.16,1.21,11.3584097185143,0.17974094691711,0.04237083,0.00761577310586391,5.66769959052569,2,0.124757907398857,688.728570719508,85.9243352487718,0.0418196877920392,27.56386,1.15271201954348,0.382661286779574,1.03965401956847,0.397835344933627,-64.7958333333333,18.2958333333333,-64.8125,18.3125,"OPEN","-64.8125_18.3125","-64.796_18.296","-64.812_18.312",3
"5",510,"USVI-204","STT","STT",2013,2013-07-15,18.30208,-64.82813,6.4008,"BDRK","Not available","CARIB",1.96078431372549,295.17187,"USVI",27.18,1.22,11.3627767665223,0.17974094691711,0.04237083,0.00761577310586391,5.69472834447152,2,0.12420947474693,697.927873378443,86.6892545635785,0.0418196877920392,27.56386,1.15271201954348,1.31260096774614,0.0139348376522358,0.0182908813877101,-64.8291666666667,18.3041666666667,-64.8125,18.3125,"STEER","-64.8125_18.3125","-64.829_18.304","-64.812_18.312",3
"6",514,"USVI-208","STT","STT",2013,2013-07-15,18.30113,-64.83285,11.7348,"PVMT","Not available","CARIB",0,295.16715,"USVI",27.18,1.22,11.3627767665223,0.17974094691711,0.04237083,0.00761577310586391,5.69472834447152,2,0.12420947474693,697.927873378443,86.6892545635785,0.0418196877920392,27.56386,1.15271201954348,1.31260096774614,0.0139348376522358,0.0182908813877101,-64.8291666666667,18.3041666666667,-64.8125,18.3125,"STEER","-64.8125_18.3125","-64.829_18.304","-64.812_18.312",3
"7",515,"USVI-209","STT","STT",2013,2013-07-15,18.30708,-64.82487,12.4968,"PVMT","Not available","CARIB",0,295.17513,"USVI",27.16,1.21,11.3627767665223,0.17974094691711,0.04237083,0.00761577310586391,5.69472834447152,2,0.12420947474693,697.927873378443,86.6892545635785,0.0418196877920392,27.56386,1.15271201954348,1.31260096774614,0.0139348376522358,0.0182908813877101,-64.8208333333333,18.3041666666667,-64.8125,18.3125,"STEER","-64.8125_18.3125","-64.821_18.304","-64.812_18.312",3
"8",517,"USVI-210","STT","STT",2013,2013-07-16,18.31605,-64.83112,7.7724,"PVMT","Not available","CARIB",7,295.16888,"USVI",27.18,1.22,11.3627767665223,0.17974094691711,0.04237083,0.00761577310586391,5.69472834447152,2,0.12420947474693,697.927873378443,86.6892545635785,0.0418196877920392,27.56386,1.15271201954348,1.31260096774614,0.0139348376522358,0.0182908813877101,-64.8291666666667,18.3125,-64.8125,18.3125,"STEER","-64.8125_18.3125","-64.829_18.312","-64.812_18.312",3
"9",529,"USVI-221","STT","STT",2013,2013-07-15,18.29977,-64.83283,14.6304,"PVMT","Not available","CARIB",10.4166666666667,295.16717,"USVI",27.18,1.22,11.3627767665223,0.17974094691711,0.04237083,0.00761577310586391,5.69472834447152,2,0.12420947474693,697.927873378443,86.6892545635785,0.0418196877920392,27.56386,1.15271201954348,1.31260096774614,0.0139348376522358,0.0182908813877101,-64.8291666666667,18.2958333333333,-64.8125,18.3125,"STEER","-64.8125_18.3125","-64.829_18.296","-64.812_18.312",3
"10",542,"USVI-230","STT","STT",2013,2013-07-15,18.29887,-64.83282,18.288,"SCR","Not available","CARIB",0,295.16718,"USVI",27.18,1.22,11.3627767665223,0.17974094691711,0.04237083,0.00761577310586391,5.69472834447152,2,0.12420947474693,697.927873378443,86.6892545635785,0.0418196877920392,27.56386,1.15271201954348,1.31260096774614,0.0139348376522358,0.0182908813877101,-64.8291666666667,18.2958333333333,-64.8125,18.3125,"STEER","-64.8125_18.3125","-64.829_18.296","-64.812_18.312",3
