"","n_cells_model","n_cells_null","n_cells_oasis","model_null_ratio","lrr","null_percentage","model_percentage"
"1",30,29,136,1.03448275862069,0.0339015516756814,21.3235294117647,22.0588235294118
"2",29,36,136,0.805555555555556,-0.216223108469636,26.4705882352941,21.3235294117647
"3",35,27,136,1.2962962962963,0.259511195485085,19.8529411764706,25.7352941176471
"4",35,32,136,1.09375,0.0896121586896871,23.5294117647059,25.7352941176471
"5",30,27,136,1.11111111111111,0.105360515657826,19.8529411764706,22.0588235294118
"6",32,34,136,0.941176470588235,-0.0606246218164349,25,23.5294117647059
"7",37,19,136,1.94736842105263,0.666478933477784,13.9705882352941,27.2058823529412
"8",37,22,136,1.68181818181818,0.519875459285909,16.1764705882353,27.2058823529412
"9",37,31,136,1.19354838709677,0.176930708159078,22.7941176470588,27.2058823529412
"10",34,27,136,1.25925925925926,0.230523658611832,19.8529411764706,25
"11",36,32,136,1.125,0.117783035656383,23.5294117647059,26.4705882352941
"12",35,32,136,1.09375,0.0896121586896871,23.5294117647059,25.7352941176471
"13",32,21,136,1.52380952380952,0.421213465076303,15.4411764705882,23.5294117647059
"14",36,34,136,1.05882352941176,0.0571584138399486,25,26.4705882352941
"15",30,25,136,1.2,0.182321556793955,18.3823529411765,22.0588235294118
"16",32,23,136,1.39130434782609,0.330241686870577,16.9117647058824,23.5294117647059
"17",38,39,136,0.974358974358974,-0.0259754864032607,28.6764705882353,27.9411764705882
"18",36,25,136,1.44,0.364643113587909,18.3823529411765,26.4705882352941
"19",31,31,136,1,0,22.7941176470588,22.7941176470588
"20",34,33,136,1.03030303030303,0.0298529631496811,24.2647058823529,25
"21",41,26,136,1.57692307692308,0.455475528682826,19.1176470588235,30.1470588235294
"22",33,30,136,1.1,0.0953101798043249,22.0588235294118,24.2647058823529
"23",37,26,136,1.42307692307692,0.352821374622742,19.1176470588235,27.2058823529412
"24",34,33,136,1.03030303030303,0.0298529631496811,24.2647058823529,25
"25",36,26,136,1.38461538461538,0.325422400434628,19.1176470588235,26.4705882352941
"26",34,26,136,1.30769230769231,0.268263986594679,19.1176470588235,25
"27",34,35,136,0.971428571428571,-0.0289875368732523,25.7352941176471,25
"28",38,24,136,1.58333333333333,0.45953232937844,17.6470588235294,27.9411764705882
"29",31,38,136,0.815789473684211,-0.20359895524124,27.9411764705882,22.7941176470588
"30",34,23,136,1.47826086956522,0.390866308687012,16.9117647058824,25
"31",30,21,136,1.42857142857143,0.356674943938732,15.4411764705882,22.0588235294118
"32",34,22,136,1.54545454545455,0.435318071257845,16.1764705882353,25
"33",34,29,136,1.17241379310345,0.159064694629687,21.3235294117647,25
"34",39,24,136,1.625,0.485507815781701,17.6470588235294,28.6764705882353
"35",32,25,136,1.28,0.246860077931526,18.3823529411765,23.5294117647059
"36",37,28,136,1.32142857142857,0.27871340246902,20.5882352941176,27.2058823529412
"37",40,29,136,1.37931034482759,0.321583624127462,21.3235294117647,29.4117647058824
"38",34,31,136,1.09677419354839,0.0923733201310151,22.7941176470588,25
"39",31,27,136,1.14814814814815,0.138150338480817,19.8529411764706,22.7941176470588
"40",37,34,136,1.08823529411765,0.084557388028063,25,27.2058823529412
"41",34,28,136,1.21428571428571,0.194156014440957,20.5882352941176,25
"42",33,31,136,1.06451612903226,0.0625203569813339,22.7941176470588,24.2647058823529
"43",35,21,136,1.66666666666667,0.510825623765991,15.4411764705882,25.7352941176471
"44",37,28,136,1.32142857142857,0.27871340246902,20.5882352941176,27.2058823529412
"45",41,30,136,1.36666666666667,0.312374685042152,22.0588235294118,30.1470588235294
"46",34,31,136,1.09677419354839,0.0923733201310151,22.7941176470588,25
"47",33,29,136,1.13793103448276,0.129211731480006,21.3235294117647,24.2647058823529
"48",30,31,136,0.967741935483871,-0.0327898228229908,22.7941176470588,22.0588235294118
"49",34,32,136,1.0625,0.0606246218164348,23.5294117647059,25
"50",35,24,136,1.45833333333333,0.377294231141468,17.6470588235294,25.7352941176471
"51",32,30,136,1.06666666666667,0.0645385211375712,22.0588235294118,23.5294117647059
"52",34,28,136,1.21428571428571,0.194156014440957,20.5882352941176,25
"53",38,21,136,1.80952380952381,0.593063722002963,15.4411764705882,27.9411764705882
"54",35,24,136,1.45833333333333,0.377294231141468,17.6470588235294,25.7352941176471
"55",39,36,136,1.08333333333333,0.0800427076735364,26.4705882352941,28.6764705882353
"56",32,26,136,1.23076923076923,0.207639364778245,19.1176470588235,23.5294117647059
"57",37,25,136,1.48,0.392042087776024,18.3823529411765,27.2058823529412
"58",35,24,136,1.45833333333333,0.377294231141468,17.6470588235294,25.7352941176471
"59",37,27,136,1.37037037037037,0.315081046639895,19.8529411764706,27.2058823529412
"60",35,26,136,1.34615384615385,0.297251523467932,19.1176470588235,25.7352941176471
"61",32,25,136,1.28,0.246860077931526,18.3823529411765,23.5294117647059
"62",33,31,136,1.06451612903226,0.0625203569813339,22.7941176470588,24.2647058823529
"63",35,23,136,1.52173913043478,0.419853845560264,16.9117647058824,25.7352941176471
"64",36,22,136,1.63636363636364,0.492476485097794,16.1764705882353,26.4705882352941
"65",34,32,136,1.0625,0.0606246218164348,23.5294117647059,25
"66",30,33,136,0.909090909090909,-0.0953101798043249,24.2647058823529,22.0588235294118
"67",30,26,136,1.15384615384615,0.143100843640673,19.1176470588235,22.0588235294118
"68",35,26,136,1.34615384615385,0.297251523467932,19.1176470588235,25.7352941176471
"69",35,36,136,0.972222222222222,-0.0281708769666963,26.4705882352941,25.7352941176471
"70",37,32,136,1.15625,0.145182009844498,23.5294117647059,27.2058823529412
"71",34,23,136,1.47826086956522,0.390866308687012,16.9117647058824,25
"72",32,26,136,1.23076923076923,0.207639364778245,19.1176470588235,23.5294117647059
"73",29,26,136,1.11538461538462,0.109199291964992,19.1176470588235,21.3235294117647
"74",36,30,136,1.2,0.182321556793955,22.0588235294118,26.4705882352941
"75",35,20,136,1.75,0.559615787935423,14.7058823529412,25.7352941176471
"76",34,27,136,1.25925925925926,0.230523658611832,19.8529411764706,25
"77",39,33,136,1.18181818181818,0.167054084663166,24.2647058823529,28.6764705882353
"78",37,34,136,1.08823529411765,0.084557388028063,25,27.2058823529412
"79",39,29,136,1.3448275862069,0.296265816143172,21.3235294117647,28.6764705882353
"80",32,24,136,1.33333333333333,0.287682072451781,17.6470588235294,23.5294117647059
"81",34,27,136,1.25925925925926,0.230523658611832,19.8529411764706,25
"82",32,27,136,1.18518518518519,0.169899036795397,19.8529411764706,23.5294117647059
"83",39,18,136,2.16666666666667,0.773189888233482,13.2352941176471,28.6764705882353
"84",38,24,136,1.58333333333333,0.45953232937844,17.6470588235294,27.9411764705882
"85",34,34,136,1,0,25,25
"86",36,31,136,1.16129032258065,0.149531733970964,22.7941176470588,26.4705882352941
"87",35,28,136,1.25,0.22314355131421,20.5882352941176,25.7352941176471
"88",36,30,136,1.2,0.182321556793955,22.0588235294118,26.4705882352941
"89",34,22,136,1.54545454545455,0.435318071257845,16.1764705882353,25
"90",36,30,136,1.2,0.182321556793955,22.0588235294118,26.4705882352941
"91",36,25,136,1.44,0.364643113587909,18.3823529411765,26.4705882352941
"92",31,23,136,1.34782608695652,0.298492988555997,16.9117647058824,22.7941176470588
"93",39,32,136,1.21875,0.19782574332992,23.5294117647059,28.6764705882353
"94",35,25,136,1.4,0.336472236621213,18.3823529411765,25.7352941176471
"95",35,29,136,1.20689655172414,0.18805223150294,21.3235294117647,25.7352941176471
"96",29,22,136,1.31818181818182,0.276253376628158,16.1764705882353,21.3235294117647
"97",33,22,136,1.5,0.405465108108164,16.1764705882353,24.2647058823529
