"","n_cells_model","n_cells_null","n_cells_oasis","model_null_ratio","lrr","null_percentage","model_percentage"
"1",31,16,116,1.9375,0.661398482245365,13.7931034482759,26.7241379310345
"2",42,13,116,3.23076923076923,1.17272026082183,11.2068965517241,36.2068965517241
"3",34,13,116,2.61538461538462,0.961411167154625,11.2068965517241,29.3103448275862
"4",19,18,116,1.05555555555556,0.0540672212702758,15.5172413793103,16.3793103448276
"5",28,14,116,2,0.693147180559945,12.0689655172414,24.1379310344828
"6",37,7,116,5.28571428571429,1.66500776358891,6.03448275862069,31.8965517241379
"7",30,12,116,2.5,0.916290731874155,10.3448275862069,25.8620689655172
"8",33,9,116,3.66666666666667,1.29928298413026,7.75862068965517,28.448275862069
"9",44,17,116,2.58823529411765,0.950976289862045,14.6551724137931,37.9310344827586
"10",28,15,116,1.86666666666667,0.624154309072994,12.9310344827586,24.1379310344828
"11",34,17,116,2,0.693147180559945,14.6551724137931,29.3103448275862
"12",38,22,116,1.72727272727273,0.54654370636807,18.9655172413793,32.7586206896552
"13",41,11,116,3.72727272727273,1.31567679390594,9.48275862068965,35.3448275862069
"14",45,11,116,4.09090909090909,1.40876721697195,9.48275862068965,38.7931034482759
"15",43,20,116,2.15,0.765467842139571,17.2413793103448,37.0689655172414
"16",38,20,116,1.9,0.641853886172395,17.2413793103448,32.7586206896552
"17",46,16,116,2.875,1.05605267424931,13.7931034482759,39.6551724137931
"18",25,10,116,2.5,0.916290731874155,8.62068965517241,21.551724137931
"19",38,13,116,2.92307692307692,1.07263680226485,11.2068965517241,32.7586206896552
"20",40,12,116,3.33333333333333,1.20397280432594,10.3448275862069,34.4827586206897
"21",34,21,116,1.61904761904762,0.481838086892738,18.1034482758621,29.3103448275862
"22",35,12,116,2.91666666666667,1.07044141170141,10.3448275862069,30.1724137931034
"23",32,17,116,1.88235294117647,0.63252255874351,14.6551724137931,27.5862068965517
"24",34,19,116,1.78947368421053,0.581921545449721,16.3793103448276,29.3103448275862
"25",38,14,116,2.71428571428571,0.998528830111127,12.0689655172414,32.7586206896552
